epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
2;0.07745371386222541;0.9784375;0.26040089803281546;0.8751002480853057;0.29120879120879123;0.9803983;0.60240966;0.99788976;0.13812155;0.977625;0.21954973640138972;0.8620633629994292;0.015885742381215096;0.3063583815028902;0.98052275;0.42857143;0.9969337;0.10404624
3;0.07861574678664328;0.979625;0.2788786697020068;0.8702095077211899;0.3333333333333333;0.9802042;0.7297297;0.99936134;0.0787172;0.97775;0.2575316794500149;0.8578556806550666;0.02495608851313591;0.29891304347826086;0.97809213;0.75;0.99961615;0.048913043
4;0.07885060124797746;0.9799375;0.30492990019626376;0.8660145084133081;0.35798816568047337;0.98275536;0.5765766;0.9969991;0.18934911;0.977625;0.24017702609679512;0.837967965699944;0.060624442994594574;0.30113636363636365;0.98124135;0.47368422;0.99616563;0.1534091
5;0.07200522116437787;0.9794375;0.27679860461884587;0.8731613812601132;0.3275862068965517;0.9801955;0.70454544;0.99916947;0.08933718;0.979125;0.26494300921644404;0.8391723230245325;0.01316001731902361;0.2982456140350877;0.9800752;0.6;0.99897814;0.07017544
6;0.0749710122809629;0.98325;0.27403812876641526;0.875515757275928;0.33793103448275863;0.98377496;0.7567568;0.9994272;0.09756097;0.97775;0.28200802621559534;0.8843595995227475;0.021210577338933945;0.32620320855614976;0.9780894;0.7692308;0.99961615;0.054054055
7;0.07561117385013495;0.979625;0.2683290177146065;0.8640490419841995;0.29971181556195964;0.9803197;0.73333335;0.99923337;0.095100865;0.978125;0.26196147946317716;0.8753130581724008;0.005841397680342197;0.3065326633165829;0.9786941;0.7619048;0.99936014;0.086021505
8;0.07240337542933412;0.9819375;0.3026294040477716;0.8720406170280612;0.315625;0.9831126;0.7183099;0.99872446;0.159375;0.978375;0.27246783075605047;0.8825967415106055;0.04635915532708168;0.30412371134020616;0.97941506;0.72727275;0.9988479;0.12765957
9;0.07495578626549104;0.9803125;0.32348926934177896;0.8812550759640031;0.35694050991501414;0.98111194;0.78125;0.9991054;0.14245014;0.9805;0.22938258850845777;0.856917392002873;0.01466528419405222;0.29012345679012347;0.98169047;0.61538464;0.99872416;0.09876543
0;0.17125256201252342;0.975;0.06328496225176339;0.7463942307692307;0.13333333333333333;0.975;nan;1.0;0.0;0.95625;0.12817490489712713;0.5340802987861811;0.009229225106537342;0.14285714285714285;0.95625;nan;1.0;0.0
1;0.06974989708978682;0.990625;0.03564563421869358;0.8338590956887487;0.1111111111111111;0.990625;nan;1.0;0.0;0.98125;0.1039577730285819;0.8312101910828026;0.015613996423780918;0.16666666666666666;0.98125;nan;1.0;0.0
2;0.07896536863408983;0.98125;0.0495037722208864;0.7882165605095541;0.08620689655172414;0.98125;nan;1.0;0.0;0.978125;0.052363967169565886;0.8019169329073481;0.01512226089835167;0.08333333333333333;0.978125;nan;1.0;0.0
3;0.146874979743734;0.978125;0.11267085924412928;0.8311273391145595;0.23076923076923078;0.978125;nan;1.0;0.0;0.990625;0.052643864563369204;0.7844374342797056;0.023585662245750427;0.2;0.990625;nan;1.0;0.0
4;0.13803427225211634;0.984375;0.18353106542580228;0.9657142857142857;0.2857142857142857;0.984375;nan;1.0;0.0;0.984375;0.22548621553884712;0.947936507936508;0.00853661261498928;0.4;0.984375;nan;1.0;0.0
5;0.09220908295828849;0.98125;0.07168405755733405;0.8312101910828026;0.16666666666666666;0.98125;nan;1.0;0.0;0.959375;0.15319830710799787;0.7381608619393636;0.04128766059875488;0.15384615384615385;0.959375;nan;1.0;0.0
0;0.11891385634662584;0.990625;0.020765721092264728;0.7917981072555205;0.03389830508474576;0.990625;nan;1.0;0.0;0.953125;0.1578743679840227;0.6712568306010929;0.00447294395416975;0.16666666666666666;0.953125;nan;1.0;0.0
1;0.14581359383882955;0.971875;0.07883305035977975;0.6970346552340122;0.1111111111111111;0.971875;nan;1.0;0.0;0.975;0.058473372188952565;0.7916666666666667;0.0480068065226078;0.0967741935483871;0.975;nan;1.0;0.0
2;0.08796524575445801;0.990625;0.007395846782881851;0.41219768664563616;0.0125;0.990625;nan;1.0;0.0;0.9875;0.12121083684150835;0.9311708860759493;0.018041960895061493;0.25;0.9875;nan;1.0;0.0
3;0.08035445101559162;0.984375;0.3169932597837265;0.946031746031746;0.21052631578947367;0.984375;nan;1.0;0.0;0.9875;0.18385328439676266;0.9636075949367089;1.0576281547546387;0.2857142857142857;0.9875;nan;1.0;0.0
4;0.11840515823569149;0.975;0.08721220316818103;0.8493589743589743;0.1388888888888889;0.975;nan;1.0;0.0;0.98125;0.06408803538972277;0.8428874734607218;0.008752785623073578;0.10714285714285714;0.98125;nan;1.0;0.0
0;0.16372773671755567;0.965625;0.06616493540991233;0.7016769638128861;0.10909090909090909;0.965625;nan;1.0;0.0;0.965625;0.1465397793229462;0.6681376875551633;0.015006549656391144;0.14285714285714285;0.965625;nan;1.0;0.0
1;0.09447511218022556;0.96875;0.09794810931188301;0.7022580645161289;0.23076923076923078;0.96875;nan;1.0;0.0;0.978125;0.07996945386502641;0.7635782747603834;0.012595951557159424;0.14285714285714285;0.978125;nan;1.0;0.0
2;0.12112853010185062;0.978125;0.020648429892952257;0.5034230944774076;0.02877697841726619;0.978125;nan;1.0;0.0;0.971875;0.05137730314821792;0.728474455162558;0.03208773210644722;0.07692307692307693;0.971875;nan;1.0;0.0
3;0.08181482853833585;0.9875;0.30005672761246766;0.9034810126582279;0.25;0.9875;nan;1.0;0.0;0.98125;0.17724142601147277;0.9304670912951168;0.014305053278803825;0.375;0.98125;nan;1.0;0.0
4;0.12968431212939321;0.9875;0.016451428937964203;0.615506329113924;0.02857142857142857;0.9875;nan;1.0;0.0;0.975;0.07090750071826171;0.7780448717948718;0.01309760008007288;0.2222222222222222;0.975;nan;1.0;0.0
0;0.1733587522932794;0.971875;0.0401383356461812;0.5844944623079671;0.09090909090909091;0.971875;nan;1.0;0.0;0.959375;0.1375715123401895;0.6146329240791781;0.00831786822527647;0.15384615384615385;0.959375;nan;1.0;0.0
1;0.05521661462262273;0.98125;0.030328212406068915;0.5642250530785562;0.07692307692307693;0.98125;nan;1.0;0.0;0.9875;0.030603859975897405;0.7064873417721519;0.58120197057724;0.06060606060606061;0.9875;nan;1.0;0.0
2;0.07810054998844862;0.971875;0.1189307145498717;0.8031439799928546;0.2222222222222222;0.971875;nan;1.0;0.0;0.975;0.04721081068053569;0.7512019230769231;0.005922533571720123;0.07692307692307693;0.975;nan;1.0;0.0
3;0.05012669436400756;0.978125;0.08223304534901434;0.8151528982199908;0.16666666666666666;0.978125;nan;1.0;0.0;0.978125;0.061338451752208624;0.7964399817434962;0.011805389076471329;0.1016949152542373;0.978125;nan;1.0;0.0
4;0.12844886584207416;0.98125;0.06830161916472395;0.6555201698513801;0.16666666666666666;0.98125;nan;1.0;0.0;0.978125;0.23447278729363738;0.865814696485623;0.04940430819988251;0.3333333333333333;0.978125;nan;1.0;0.0
5;0.10166010295506567;0.990625;0.03263296227581942;0.8717139852786542;0.05357142857142857;0.990625;nan;1.0;0.0;0.965625;0.15356457723858896;0.6957928802588997;0.39492273330688477;0.13333333333333333;0.965625;nan;1.0;0.0
6;0.11129759103059769;0.978125;0.07491745223778537;0.7398448197170242;0.15;0.978125;nan;1.0;0.0;0.975;0.08845604565950542;0.8373397435897436;0.053365353494882584;0.15384615384615385;0.975;nan;1.0;0.0
7;0.08352723512798547;0.978125;0.0672380730261417;0.8379735280693748;0.14285714285714285;0.978125;nan;1.0;0.0;0.98125;0.07140422686220721;0.8381104033970277;0.009127995930612087;0.11764705882352941;0.98125;nan;1.0;0.0
8;0.11452706831041723;0.9875;0.29523970951038186;0.8623417721518987;0.25;0.9875;nan;1.0;0.0;0.978125;0.06395978615473082;0.7941579187585577;0.2865648865699768;0.14285714285714285;0.978125;nan;1.0;0.0
9;0.07009355644695461;0.990625;0.5138888888888888;0.9968454258675079;0.75;0.990625;nan;1.0;0.0;0.978125;0.34592262662640816;0.9625741670470105;0.02273782528936863;0.2857142857142857;0.978125;nan;1.0;0.0
10;0.08700418111402541;0.99375;0.012760144548937653;0.7248427672955975;0.030303030303030304;0.99375;nan;1.0;0.0;0.984375;0.1120800395357627;0.8774603174603175;0.023802733048796654;0.2;0.984375;nan;1.0;0.0
11;0.03351354914484546;0.990625;0.02266948350948161;0.647739221871714;0.047619047619047616;0.990625;nan;1.0;0.0;0.975;0.05161562452165648;0.7576121794871795;0.008247599937021732;0.09090909090909091;0.975;nan;1.0;0.0
0;0.028246413683518767;0.440625;0.008945333560203324;0.3583860759493671;0.014354066985645933;0.9858156;0.011173184;0.43987343;0.5;0.45;0.0515478474284024;0.714183637013219;0.008800755254924297;0.08860759493670886;0.99270076;0.043715846;0.43729904;0.8888889
1;0.01888080092612654;0.25;0.01645106289437253;0.4113588110403397;0.02654867256637168;0.9625;0.0125;0.24522293;0.5;0.2625;0.07791241496598639;0.9213836477987422;0.010545652359724045;0.25;1.0;0.008403362;0.25786164;1.0
2;0.009458512743003666;0.8375;0.10158124043147126;0.7567320858055682;0.2857142857142857;0.98876405;0.0754717;0.8434505;0.5714286;0.81875;0.07084389281358695;0.7749885896850752;0.003673417493700981;0.14285714285714285;0.992278;0.08196721;0.8210863;0.71428573
0;0.025020389712881296;0.134375;0.03166287586393149;0.322615219721329;0.1111111111111111;0.9047619;0.017985612;0.1221865;0.5555556;0.15;0.0430887842442518;0.47348484848484845;0.011229325085878372;0.08333333333333333;0.9736842;0.039007094;0.12012987;0.9166667
1;0.0199654407100752;0.275;0.03413478066860321;0.6305379746835443;0.16666666666666666;1.0;0.016949153;0.2658228;1.0;0.21875;0.01823685142349706;0.6653481012658228;0.007806497160345316;0.03225806451612903;1.0;0.015748031;0.20886075;1.0
2;0.015570377733092755;0.56875;0.03358849689443489;0.7943037974683544;0.06666666666666667;1.0;0.028169014;0.56329113;1.0;0.584375;0.04376071533302522;0.8387301587301588;0.006368933245539665;0.06896551724137931;1.0;0.036231883;0.5777778;1.0
3;0.013773538148961961;0.575;0.08293151955556047;0.8965079365079366;0.2;1.0;0.035460994;0.568254;1.0;0.646875;0.11092545208626509;0.8158730158730159;0.010104886256158352;0.25;0.99509805;0.03448276;0.64444447;0.8
4;0.013124612750470988;0.984375;0.036942446816315345;0.8006349206349206;0.06153846153846154;0.984375;nan;1.0;0.0;0.971875;0.03816242697338611;0.6666666666666666;0.29006409645080566;0.058823529411764705;0.97492164;0.0;0.9967949;0.0
5;0.018703218569862658;0.1875;0.24101703542697817;0.8854166666666666;0.25;1.0;0.029850746;0.16666667;1.0;0.184375;0.25136309942044194;0.9193205944798302;0.008187632076442242;0.16666666666666666;1.0;0.02247191;0.1687898;1.0
6;0.016101983899716288;0.075;0.04315319976242188;0.7170912951167728;0.11764705882352941;1.0;0.01986755;0.05732484;1.0;0.065625;0.06297064904284733;0.8221868365180467;0.010507593862712383;0.125;1.0;0.019672131;0.0477707;1.0
0;0.20027910858043468;0.990625;0.028135293824948997;0.8328075709779179;0.05555555555555555;0.990625;nan;1.0;0.0;0.9625;0.15855847178361157;0.6866883116883116;0.01555495522916317;0.16666666666666666;0.9625;nan;1.0;0.0
1;0.12979818796738982;0.975;0.04220978438808116;0.687900641025641;0.08695652173913043;0.975;nan;1.0;0.0;0.98125;0.04158725671909484;0.7436305732484076;0.02443542890250683;0.125;0.98125;nan;1.0;0.0
2;0.06831106354948133;0.971875;0.07018719250022404;0.7566988210075026;0.12903225806451613;0.971875;nan;1.0;0.0;0.98125;0.034696152723946744;0.7404458598726115;1.0754185914993286;0.058823529411764705;0.98125;nan;1.0;0.0
3;0.0934250268037431;0.971875;0.09650990785569047;0.7595569846373704;0.2222222222222222;0.971875;nan;1.0;0.0;0.984375;0.14448450974300997;0.8965079365079365;0.014667479321360588;0.21428571428571427;0.984375;nan;1.0;0.0
4;0.08895332051906735;0.965625;0.1622201306154951;0.8002353633421596;0.22727272727272727;0.965625;nan;1.0;0.0;0.975;0.07886878352412284;0.8561698717948718;0.01970839500427246;0.125;0.975;nan;1.0;0.0
0;0.02723516192054376;0.403125;0.32735025745966323;0.7561290322580645;0.3;0.9917355;0.04522613;0.38709676;0.9;0.35625;0.17418363635388495;0.8495891389782064;0.017601165920495987;0.3333333333333333;1.0;0.041860465;0.3376206;1.0
0;0.030414833512622863;0.7125;0.07754658858596115;0.7908704883227176;0.2;0.99115044;0.04255319;0.7133758;0.6666667;0.75625;0.09609717216524252;0.745928338762215;0.007125377655029297;0.15384615384615385;0.9790795;0.09876543;0.76221496;0.61538464
1;0.013088434922974557;0.409375;0.03765143590651561;0.6598101265822784;0.125;0.99224806;0.015706806;0.4050633;0.75;0.428125;0.06885083029557983;0.7170912951167728;0.007387235760688782;0.16666666666666666;0.99248123;0.026737968;0.42038217;0.8333333
0;0.09772454848280177;0.978125;0.026576188516542032;0.5737106344135098;0.043010752688172046;0.978125;nan;1.0;0.0;0.975;0.19751573275867393;0.6834935897435898;0.0027409978210926056;0.25;0.975;nan;1.0;0.0
1;0.13001027783029712;0.9875;0.1175671496634321;0.8805379746835443;0.25;0.9875;nan;1.0;0.0;0.9875;0.02852277072733875;0.7927215189873418;0.4561464488506317;0.05263157894736842;0.9875;nan;1.0;0.0
2;0.09304220348130912;0.99375;0.015877092846270927;0.8191823899371069;0.0273972602739726;0.99375;nan;1.0;0.0;0.98125;0.07389263719518455;0.8710191082802548;0.01516367495059967;0.14285714285714285;0.98125;nan;1.0;0.0
3;0.06832440741127357;0.9625;0.08391498907832957;0.7659632034632036;0.10526315789473684;0.9625;nan;1.0;0.0;0.984375;0.16463412238855502;0.9225396825396825;0.014321597293019295;0.3;0.984375;nan;1.0;0.0
4;0.15086572072468699;0.975;0.26303254861083686;0.9250801282051282;0.4444444444444444;0.975;nan;1.0;0.0;0.98125;0.0627371738728214;0.846072186836518;0.04547370970249176;0.16666666666666666;0.98125;nan;1.0;0.0
0;0.1497110155003611;0.975;0.1023387290505069;0.827724358974359;0.2;0.975;nan;1.0;0.0;0.95625;0.330245911578418;0.6505602240896358;0.03165392577648163;0.3181818181818182;0.95625;nan;1.0;0.0
0;0.12686668858514166;0.9875;0.017385916426573854;0.5126582278481012;0.06666666666666667;0.9875;nan;1.0;0.0;0.965625;0.13560438965478555;0.5489849955869374;0.003426770679652691;0.13333333333333333;0.965625;nan;1.0;0.0
1;0.11676855481928214;0.98125;0.02510329361948127;0.6141188959660298;0.043478260869565216;0.98125;nan;1.0;0.0;0.975;0.14580952877665476;0.733173076923077;0.34602826833724976;0.25;0.975;nan;1.0;0.0
0;0.11596374423243105;0.978125;0.024566656127137244;0.5874030123231402;0.037037037037037035;0.978125;nan;1.0;0.0;0.96875;0.15257123052497173;0.6893548387096775;0.017184045165777206;0.13333333333333333;0.96875;nan;1.0;0.0
1;0.12401798414066434;0.984375;0.03190481407409534;0.6685714285714286;0.06666666666666667;0.984375;nan;1.0;0.0;0.98125;0.037955230347494706;0.7425690021231423;0.030241956934332848;0.0625;0.98125;nan;1.0;0.0
0;0.15477019396348624;0.9875;0.013571571898750003;0.5514240506329113;0.02531645569620253;0.9875;nan;1.0;0.0;0.965625;0.15549135639568507;0.610032362459547;0.007886091247200966;0.16666666666666666;0.965625;nan;1.0;0.0
1;0.12269698315067216;0.98125;0.059831865405015325;0.6210191082802548;0.16666666666666666;0.98125;nan;1.0;0.0;0.984375;0.04017464139051164;0.6946031746031746;0.030148711055517197;0.09090909090909091;0.984375;nan;1.0;0.0
2;0.11942417155951261;0.9875;0.3096019721019721;0.9319620253164557;0.25;0.9875;nan;1.0;0.0;0.9875;0.07174258104568092;0.8963607594936709;0.811789333820343;0.25;0.9875;nan;1.0;0.0
0;0.0774664920529176;0.984375;0.013997026147234994;0.4577777777777778;0.02564102564102564;0.984375;nan;1.0;0.0;0.965625;0.036574256016184165;0.5360400117681672;0.0014071040786802769;0.07692307692307693;0.965625;nan;1.0;0.0
1;0.0972115161799593;0.978125;0.05593656765657183;0.7745321770880876;0.10714285714285714;0.978125;nan;1.0;0.0;0.98125;0.05158457169489782;0.7510615711252654;0.03690298646688461;0.14285714285714285;0.98125;nan;1.0;0.0
2;0.09191785636357963;0.978125;0.11009992993962969;0.7681424007302602;0.2727272727272727;0.978125;nan;1.0;0.0;0.990625;0.04449512644064479;0.8601472134595163;0.026110660284757614;0.14285714285714285;0.990625;nan;1.0;0.0
3;0.040647651487961414;0.975;0.08084379316442024;0.7588141025641026;0.14285714285714285;0.975;nan;1.0;0.0;0.975;0.08480469338521668;0.8517628205128205;0.01608310639858246;0.15;0.975;nan;1.0;0.0
4;0.10798311439575628;0.971875;0.06783995809527871;0.6763129689174704;0.13793103448275862;0.971875;nan;1.0;0.0;0.96875;0.19303187926250642;0.8970967741935484;0.37282171845436096;0.3;0.96875;nan;1.0;0.0
5;0.07083197976462544;0.98125;0.06278296597322655;0.7945859872611465;0.11428571428571428;0.98125;nan;1.0;0.0;0.971875;0.12308695433506757;0.7870668095748482;0.012340657413005829;0.2727272727272727;0.971875;nan;1.0;0.0
0;0.022332626197021456;0.984375;0.03532893107902585;0.7325949367088608;0.1;0.9874608;0.0;0.9968355;0.0;0.959375;0.03748591563543328;0.45627662240040096;0.006275128573179245;0.08333333333333333;0.959375;nan;1.0;0.0
1;0.032525241887196896;0.371875;0.2030943550529178;0.7330148619957537;0.16666666666666666;0.99130434;0.024390243;0.36305732;0.8333333;0.3625;0.32341983563434007;0.7147421268827019;0.013607720844447613;0.2857142857142857;0.990991;0.028708134;0.3514377;0.85714287
2;0.032883941847831014;0.665625;0.019520681182482288;0.5870253164556962;0.05555555555555555;0.99526066;0.027522936;0.664557;0.75;0.65;0.1392969170642433;0.6698717948717949;0.009929056279361248;0.3;0.9854369;0.04385965;0.650641;0.625
3;0.022939353389665483;0.765625;0.09404379721975972;0.8521634615384616;0.16666666666666666;0.98367345;0.053333335;0.7724359;0.5;0.771875;0.0641400790796265;0.7815873015873016;0.010147912427783012;0.16666666666666666;0.99590164;0.05263158;0.7714286;0.8
4;0.03421349535929039;0.48125;0.044261105314352116;0.5266166488031438;0.1111111111111111;0.9738562;0.029940119;0.4790997;0.5555556;0.446875;0.07740225614413215;0.6983112733911456;0.01412556879222393;0.21428571428571427;0.98571426;0.027777778;0.44089457;0.71428573
5;0.025065518612973393;0.60625;0.026969741896499345;0.5686900958466453;0.07692307692307693;0.98445594;0.031496063;0.6070288;0.5714286;0.634375;0.08963592765956478;0.69989281886388;0.015211647376418114;0.17647058823529413;0.985;0.05;0.6334405;0.6666667
0;0.06347239014694424;0.9875;0.01954892016802912;0.6867088607594937;0.034482758620689655;0.9875;nan;1.0;0.0;0.971875;0.05323211263643525;0.5108967488388709;0.0015216963365674019;0.1111111111111111;0.971875;nan;1.0;0.0
0;0.042030671541579065;0.990625;0.028589701352696256;0.8527865404837013;0.05084745762711865;0.990625;nan;1.0;0.0;0.9625;0.13220724674736523;0.48051948051948057;0.0018657350447028875;0.16666666666666666;0.9625;nan;1.0;0.0
0;0.04144182114105206;0.9875;0.019803684431975218;0.6914556962025317;0.03636363636363636;0.9875;nan;1.0;0.0;0.95625;0.10657591685871923;0.39775910364145656;0.006206224672496319;0.10526315789473684;0.95625;nan;1.0;0.0
0;0.04447926151951833;0.990625;0.020211427854999117;0.7760252365930599;0.038461538461538464;0.990625;nan;1.0;0.0;0.971875;0.139683006612442;0.5827081100392997;0.0039551639929413795;0.1111111111111111;0.971875;nan;1.0;0.0
0;0.020173228514613582;0.946875;0.02120385838606194;0.5123809523809524;0.09090909090909091;0.9869281;0.071428575;0.95873016;0.2;0.93125;0.03170817408101482;0.45914502164502163;0.006432208698242903;0.05106382978723404;0.9612903;0.0;0.96753246;0.0
1;0.026715038681868464;0.33125;0.01346053433007626;0.3577494692144374;0.0228310502283105;0.9807692;0.018518519;0.32484075;0.6666667;0.403125;0.031629478189733454;0.5973557692307692;0.012427665293216705;0.05555555555555555;0.984;0.03076923;0.39423078;0.75
2;0.02321551542263478;0.690625;0.07290335926880852;0.7292993630573248;0.16666666666666666;0.99086756;0.03960396;0.6910828;0.6666667;0.7125;0.02613785690770979;0.6431962025316456;0.00967462733387947;0.1;0.99122804;0.02173913;0.7151899;0.5
3;0.02126085596391931;0.825;0.06190192600869063;0.7777270652670014;0.14285714285714285;0.98859316;0.07017544;0.83067095;0.5714286;0.8625;0.21949625050440072;0.7011677282377919;0.006777856033295393;0.16666666666666666;0.98913044;0.06818182;0.8694267;0.5
4;0.035066366125829515;0.134375;0.044841990505536486;0.5706451612903225;0.1;0.9459459;0.028268551;0.11290322;0.8;0.096875;0.027416345575445214;0.7231012658227848;0.015407075174152851;0.07142857142857142;1.0;0.013651877;0.085443035;1.0
5;0.018417039630003275;0.3625;0.1844247813820941;0.5718849840255591;0.2222222222222222;0.9823009;0.024154589;0.3546326;0.71428573;0.440625;0.06517943067841807;0.6750801282051282;0.013724513351917267;0.125;0.98540145;0.032786883;0.43269232;0.75
6;0.019949134229682385;0.65;0.05132895915930639;0.7845732542218165;0.125;0.9950739;0.051282052;0.6453674;0.85714287;0.621875;0.07957325970394914;0.7371794871794872;0.009625749662518501;0.13333333333333333;0.98477155;0.040650405;0.6217949;0.625
0;0.03145948226447217;0.98125;0.026481189080585756;0.6560509554140127;0.045454545454545456;0.98125;nan;1.0;0.0;0.965625;0.03325529873574519;0.5242718446601942;0.0041946303099393845;0.04285714285714286;0.965625;nan;1.0;0.0
0;0.042374928696699496;0.9875;0.019774834225262293;0.6534810126582279;0.043478260869565216;0.9875;nan;1.0;0.0;0.96875;0.02693960188762118;0.46354838709677415;0.0039651235565543175;0.041666666666666664;0.96875;nan;1.0;0.0
